DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9,param_1,param_2,param_3,param_4
201_713899,0.9997966733333332,0.9522836333333332,0.9002360366666666,0.8061162199999999,0.6951308133333334,0.4974962333333333,0.3667468833333333,0.2630420866666667,0.1843838799999999,0.16354101,-1.7517362657899949,0.9712379414990325,3.1058483514547364,0.0037161158214571626
200_906869,0.9997966733333332,0.94658638,0.8577338,0.7378067100000001,0.6208017933333334,0.5312514899999999,0.4130787933333333,0.3225713266666667,0.2438643333333333,0.2277820499999999,-0.7209239989222868,0.9946637972123185,1.8254107185261679,-0.17517646027195413
273_907058,0.9997966733333332,0.9623022466666667,0.8915717866666667,0.8244275633333333,0.7269578333333334,0.5879378000000001,0.4328087666666667,0.3177899533333333,0.1873466766666666,0.1717764733333333,-0.8532608806765004,0.9762633910358194,2.576094026103123,-0.2116769297643297
308_1503361,0.9997966733333332,0.95404801,0.8730244033333334,0.77222702,0.6477744333333333,0.5282792466666667,0.37614285,0.3016519633333333,0.2305824066666667,0.21790522,-1.3067889175352105,0.98298436366828,2.3879447014430486,-0.01845418996294129
182_1240154,0.9997966733333332,0.9485167333333332,0.8813912866666667,0.7885047,0.6290474333333332,0.5302784933333333,0.36373492,0.2127528333333333,0.1331539533333333,0.1132611983333333,-1.0318300184793423,0.9779922919066741,2.4483682691560977,-0.2355934323183189
170_909260,0.9997966733333332,0.9500001133333336,0.8906057500000001,0.79914992,0.6637715166666667,0.5237661533333334,0.3443211833333333,0.2483363733333333,0.1610145513333333,0.129581713,-1.3794300939424684,0.9737853794439845,2.7672304716342393,-0.10573573802207863
179_907277,0.9997966733333332,0.9487129866666666,0.8881507966666667,0.7447743099999999,0.62096245,0.4702095266666666,0.3104771533333333,0.2386838833333333,0.15659954,0.1463949033333333,-1.5781059478436223,0.9809333239033212,2.6145103693485345,-0.05228785472282374
229_1323913,0.9997966733333332,0.94554289,0.8920955300000001,0.78503481,0.6124055966666667,0.4741929566666666,0.3838731233333334,0.2410222599999999,0.1613785866666666,0.14270101,-1.3219883932428318,0.9824527868555243,2.4995364715466115,-0.10413309657756574
201_909761,0.9997966733333332,0.95125893,0.88499622,0.8052155966666668,0.6763157533333334,0.5359609033333333,0.4256775666666666,0.32087335,0.26802806,0.2498040999999999,-1.5056556212234582,0.9768434434045563,2.654964944537207,0.06539492455501132
200_1240160,0.9997966733333332,0.9490616933333332,0.9036668,0.7825905000000001,0.6197565466666667,0.5397322066666667,0.3575058566666667,0.25071875,0.1584615033333333,0.1414831866666666,-1.1697490389223308,0.9832996704788279,2.4708761700430175,-0.15124021507190286
276_909256,0.9997966733333332,0.9561082533333334,0.8932283766666665,0.7864216466666667,0.6298967866666667,0.4697540933333333,0.3515362333333333,0.26608568,0.1529166066666666,0.1286852386666666,-1.3575701290859434,0.9854437505552014,2.550898637291843,-0.10622228160554593
203_949166,0.9997966733333332,0.9559474666666667,0.8959330433333333,0.8288537833333334,0.7303582633333333,0.5946203966666667,0.4440754366666666,0.3523038733333333,0.2524945099999999,0.2242212366666666,-1.0627803450931639,0.9749982047164583,2.6382246458874334,-0.06047836579750014
133_1240216,0.9997966733333332,0.9552448766666668,0.8668822333333334,0.8157447033333334,0.6925709433333332,0.6115383133333333,0.4987979333333334,0.32077507,0.2551652566666666,0.220431955,-0.13496044376192687,0.9842687751503522,1.9273792909609169,-0.5011592707892535
346_753556,0.9997966733333332,0.9471785166666664,0.8644965466666665,0.7912525666666665,0.6556070133333334,0.5327074233333333,0.3746827733333333,0.2843006733333333,0.2080073016666666,0.1814670766666667,-1.1335342658846526,0.9764498971618751,2.4023171248562463,-0.10226137529713805
1004_907799,0.9997966733333332,0.9496785566666668,0.8753842333333334,0.7684510000000001,0.68894901,0.5494184866666666,0.3691138599999999,0.2283855466666667,0.1641037333333333,0.1463931309999999,-1.0692971231920452,0.9713297498730035,2.5303345863110613,-0.1837349964695673
167_724834,0.9997966733333332,0.9559805666666668,0.9009308,0.8310231033333334,0.7006917833333333,0.56825051,0.4429652099999999,0.3476831333333333,0.30547105,0.2794747633333334,-1.750347207773617,0.9749593216766577,2.9795148629637165,0.14255255740088232
346_753538,0.9997966733333332,0.9504667333333332,0.8734068466666667,0.7548980566666668,0.6370889833333333,0.51133129,0.3613211266666667,0.26706344,0.196968,0.1764014866666666,-1.1537296651392275,0.9842370730114895,2.2885635669680258,-0.10835189852870834
235_910687,0.9997966733333332,0.94667958,0.8878820333333333,0.7328950466666666,0.5739791433333333,0.41943054,0.34218239,0.2343531833333333,0.1321453586666666,0.124412145,-1.450020569078807,0.9894328547846779,2.389904084955841,-0.09621239241303682
157_1322218,0.9997966733333332,0.9507955333333332,0.8797962133333334,0.7931810466666667,0.6768041666666665,0.5451520833333333,0.4209187566666666,0.3105082366666666,0.2073693599999999,0.18239925,-0.7293722723143594,0.9831474630574867,2.184980857632321,-0.2364776405149053
194_924238,0.9997966733333332,0.9463228566666668,0.8742723633333332,0.8026756733333333,0.6927126600000001,0.56647904,0.42307563,0.3203310099999999,0.2455340466666666,0.2005366233333333,-0.8027439210750767,0.9774909987882127,2.2650426350830357,-0.1710695954115516
170_753608,0.9997966733333332,0.9492957166666668,0.8787236033333333,0.8072447766666667,0.6866293233333334,0.5698534666666667,0.39846241,0.2843132966666666,0.2027779466666666,0.17893384,-1.0799108786882075,0.9721907351850241,2.5633593179559404,-0.12507675013521025
228_909743,0.9997966733333332,0.9507774466666667,0.8900385100000001,0.7631217599999999,0.6012635866666667,0.4903564766666666,0.3981550199999999,0.2934766,0.2244502633333333,0.2070587933333333,-1.4360206417890538,0.9892227027877522,2.3712465436737666,0.005309751734797558
172_906833,0.9997966733333332,0.9541729233333336,0.7730421500000001,0.7067349033333334,0.53953832,0.4295602733333333,0.32841528,0.2714470066666666,0.210417568,0.1981521866666666,-1.2780647329670884,0.9996465653041752,1.869321601327859,-0.0478305088733399
274_1240166,0.9997966733333332,0.9516308099999998,0.8697028800000001,0.7446288466666667,0.5751593333333334,0.47732072,0.37999252,0.2596235266666667,0.1943903766666666,0.1688259399999999,-1.1723206037974552,0.9933375384357184,2.1379118063239417,-0.10413083360883474
302_753539,0.9997966733333332,0.9512631,0.8853961666666667,0.7896203566666666,0.6691217533333335,0.5426694733333334,0.40803934,0.28850625,0.2058998766666666,0.1849912133333333,-0.9961739132650171,0.9810375061687715,2.355515819411628,-0.14188744404413092
274_1330941,0.9997966733333332,0.9466631466666668,0.8965808333333333,0.8435309533333334,0.76906876,0.6464486333333334,0.47798312,0.3520068333333333,0.2265582166666666,0.2150886766666666,-1.0851225046009707,0.9591823921325172,3.0699040590140054,-0.07640723968316171
273_907287,0.9997966733333332,0.95637982,0.8766300666666668,0.81372153,0.74394862,0.6515826166666666,0.5147803666666667,0.3459442433333333,0.25268833,0.2218599,0.0200637489500732,0.9774349784461565,2.048140437359161,-0.6170794419721598
203_1331033,0.9997966733333332,0.9473453133333334,0.7762852200000001,0.6154930200000001,0.4765924166666666,0.3794946366666667,0.2720915866666666,0.2153434033333333,0.15140396,0.1409976583333333,-1.5530741686548006,1.0047314636869566,1.9221853741293287,-0.05560456683848856
86_749713,0.9997966733333332,0.9629961,0.8920189133333333,0.8014758,0.6780235633333334,0.5212546233333334,0.3796281399999999,0.2712325266666666,0.22663766,0.1961179466666666,-1.6538161820346435,0.9780556613875142,2.8778072856753396,0.026210670480314693
159_906854,0.9997966733333332,0.95237249,0.89046561,0.7920742633333333,0.6795820333333333,0.5174055366666667,0.42624384,0.3039980333333333,0.22177034,0.1895249266666666,-1.0270123512228215,0.9834035439916342,2.3509135923518105,-0.11590228377460363
273_909784,0.9997966733333332,0.9519555866666668,0.9050944333333334,0.8477561000000001,0.7700906366666667,0.6546592033333334,0.42970497,0.3239736099999999,0.22159473,0.1870709733333333,-1.5098048892548737,0.9573326562786574,3.5491036068289996,-0.006441283581905255
1031_1298475,0.9997966733333332,0.9510571533333332,0.8871186133333334,0.78376872,0.6473368,0.54155388,0.39965096,0.2933976533333333,0.2251965233333333,0.2022297633333333,-1.14906603239398,0.9833412180603424,2.3614429794167275,-0.07237076389186586
165_909759,0.9997966733333332,0.9488338466666668,0.8877652,0.7893050833333333,0.6650209166666667,0.5560771266666668,0.43142555,0.3223687533333333,0.2373798933333333,0.20186878,-0.7324596199466105,0.9860282444573469,2.1229532230630657,-0.19966767252572423
9_907053,0.9997966733333332,0.9461579,0.8939834666666666,0.8007823100000001,0.6957568099999999,0.5426897666666667,0.3637857566666667,0.2232201133333333,0.1515187433333333,0.1205317773333333,-1.3880336314065622,0.9658395558039918,2.9595579367459233,-0.1212448554192896
200_908125,0.9997966733333332,0.9493642633333332,0.8564706666666666,0.7822688833333333,0.6488733333333334,0.5402120533333333,0.3956475333333333,0.3073157866666667,0.19032885,0.16329224,-0.4532034015747767,0.9872585443144074,1.9344017060819787,-0.39663491946134444
167_909700,0.9997966733333332,0.9525925966666668,0.8967624166666667,0.7963145800000001,0.6691892833333334,0.5169729866666667,0.38546291,0.2743522033333334,0.20460897,0.1786116666666667,-1.4410996504845688,0.9780865696507258,2.7096402330300835,-0.03237984758685182
41_687799,0.9997966733333332,0.9509505633333334,0.84318292,0.8215581133333334,0.5928920166666667,0.5194398666666666,0.34455623,0.2435446099999999,0.1868367166666666,0.17303137,-1.5369034100634809,0.9722318822091,2.668077988162427,-0.029104133834697527
53_1297447,0.9997966733333332,0.9523593566666668,0.8969269366666666,0.8071534133333333,0.6818697,0.5636430666666666,0.3889818133333333,0.28777606,0.21406443,0.1752325153333333,-1.2227263133930824,0.9765240118810641,2.64702379729765,-0.08227055953672432
60_1327768,0.9997966733333332,0.9515058466666668,0.8944863833333333,0.7993647266666667,0.6920251666666667,0.50841554,0.3725126,0.25577089,0.17915442,0.1502413913333333,-1.4835827879841317,0.9725906975687676,2.873688516241044,-0.05849449585633566
272_688006,0.9997966733333332,0.9543051533333332,0.90288905,0.7965972899999999,0.6339077,0.49927011,0.3874583899999999,0.2791036233333333,0.1907195666666666,0.1652461433333333,-1.3738104772331299,0.9853231195822905,2.5690679539601944,-0.05807542796466957
201_753548,0.9997966733333332,0.9444335566666666,0.9001018633333334,0.8064065666666665,0.7062178333333332,0.5230341,0.322476,0.2108150133333333,0.160761535,0.1372123166666666,-2.0923771110929263,0.9572258944024472,3.6584967867579885,0.01171092408811823
344_1524416,0.9997966733333332,0.9509391666666668,0.8810219533333333,0.8118184066666667,0.7109708833333334,0.5779683366666667,0.4249390933333334,0.3071122,0.2128576366666666,0.19953561,-1.0290068375093775,0.9714019726051757,2.576956888527298,-0.11593399321511332
235_907268,0.9997966733333332,0.9496475466666668,0.8937418166666666,0.8005936199999999,0.6859477100000001,0.5469520266666666,0.4082324599999999,0.2993773799999999,0.2192346966666666,0.19423764,-1.193493085737756,0.9769792344792471,2.564287570880664,-0.06950030092965458
88_1330985,0.9997966733333332,0.9503561533333332,0.9003132666666668,0.80755275,0.7101612866666667,0.5591164866666666,0.3925866266666666,0.2425678946666666,0.1962697466666666,0.1672944966666666,-1.5334135602967462,0.9664758657050704,3.077442310758628,-0.03562403841531748
182_910903,0.9997966733333332,0.9498519433333332,0.8744542466666667,0.7445084066666666,0.6538956133333332,0.4931178633333333,0.3818251666666666,0.27264733,0.1864670216666667,0.1678490379999999,-0.9430842260671644,0.9869402084066566,2.1498056187346295,-0.18314449335323119
170_907271,0.9997966733333332,0.9453882766666668,0.88750371,0.77221477,0.7145167566666667,0.6435736166666667,0.46711377,0.3707508633333333,0.2516516,0.2351368466666666,0.16970993309510912,0.9859352689550352,1.766026774733633,-0.7257906289283361
201_906793,0.9997966733333332,0.9535576333333332,0.8495140533333334,0.7089142,0.57749068,0.4571461333333333,0.3606656333333333,0.2571264266666666,0.19112162,0.1642114566666666,-1.0875073201614365,0.9975865611837328,1.980585503723317,-0.1342772018655559
167_1290806,0.9997966733333332,0.9475764166666668,0.87538876,0.8053878633333333,0.7278856666666668,0.57134254,0.44495116,0.33080027,0.2126408333333333,0.1920241,-0.6083453747352073,0.9742822432620687,2.283609357849453,-0.275887614427506
104_908149,0.9997966733333332,0.94858719,0.8845081233333335,0.7989763566666666,0.6775799566666668,0.5470836533333333,0.42292741,0.2734950333333333,0.1991990033333333,0.1630567,-0.8429719264591827,0.9786766178312042,2.3406577378152886,-0.2197087584106534
256_724872,0.9997966733333332,0.9515158066666666,0.9119526866666666,0.8502416199999999,0.7480535033333333,0.5847145333333333,0.4506554233333333,0.2831862033333334,0.19747769,0.17441376,-1.4719238654316709,0.9656690579037729,3.3072745887188177,-0.03645043478442171
157_907278,0.9997966733333332,0.9488138333333334,0.8940062666666666,0.7826522799999999,0.62847284,0.4459587933333333,0.3140503233333333,0.233261581,0.1770372366666666,0.1513292776666666,-2.096237316548642,0.9733103943767712,3.1474655890350562,0.038614450696174904
179_910930,0.9997966733333332,0.9503280133333334,0.8860615966666666,0.7934108866666666,0.6923346933333333,0.5634500333333333,0.4302249633333333,0.2402087333333333,0.1691074966666666,0.142972265,-0.7779497325367989,0.974678068560959,2.4188339904233724,-0.28717577155589236
170_1330947,0.9997966733333332,0.9447637433333332,0.8974284200000001,0.79855251,0.6830440133333333,0.5003952500000001,0.3154598733333333,0.21666726,0.1536421166666666,0.12879227,-1.9382136677166142,0.9631158451832486,3.353604550243584,-0.01313353021936647
235_910853,0.9997966733333332,0.9512009166666668,0.8644577,0.7073893333333333,0.5541898,0.4535563166666667,0.3128815666666666,0.2517118813333334,0.1709080233333333,0.1637025586666666,-1.5211068967177517,0.9926852019128799,2.275861390070074,-0.038065255796386144
180_910704,0.9997966733333332,0.953384,0.8896340500000001,0.7894439533333334,0.6421561466666666,0.5081792066666667,0.4045447499999999,0.30124079,0.25865801,0.2359125033333333,-1.6833578868809276,0.9814031633498524,2.6740779584936685,0.08058738291780508
1026_907317,0.9997966733333332,0.9522651566666666,0.8670373133333333,0.8010102133333333,0.6952186,0.5731215099999999,0.4545542899999999,0.36260173,0.2642330133333333,0.2442451833333333,-0.5601699955075212,0.984906379130451,2.013508567250821,-0.21483190802058247
330_949088,0.9997966733333332,0.9479577866666666,0.88319212,0.7904444133333333,0.6615626,0.5137607866666667,0.3731005933333333,0.2616938766666666,0.2002590566666666,0.1775510183333333,-1.4569182158746345,0.9741724129408876,2.695396670251869,-0.034046672740691175
53_924247,0.9997966733333332,0.9498394633333334,0.8507320666666667,0.7033487666666667,0.5661319699999999,0.4723593666666666,0.3476049766666667,0.2483254766666666,0.199166245,0.1807569066666667,-1.2526591488665177,0.9950135974029231,2.058326103261778,-0.0759452391912548
208_906871,0.9997966733333332,0.9458050233333334,0.85518551,0.7444331266666667,0.5743520433333333,0.3768095266666666,0.2322217393333333,0.1701311519999999,0.151172579,0.1227860166666666,-2.4619208264993566,0.9660868954549848,3.2707432870973894,0.03498436598930982
170_1240205,0.9997966733333332,0.9556292666666666,0.8877598299999999,0.79842441,0.6667869999999999,0.54072228,0.41821769,0.3035187299999999,0.2314460033333333,0.1921456853333333,-1.0082408466453872,0.9845760147053007,2.332251797273139,-0.11668134433807287
273_1240218,0.9997966733333332,0.9527080333333332,0.8901524566666666,0.7708571333333333,0.6454642333333332,0.55037512,0.40392674,0.2976898933333333,0.2138182666666666,0.1844599766666667,-0.8119026341857983,0.9889847271161372,2.1298311406204884,-0.20092979729895077
273_1290809,0.9997966733333332,0.9506023,0.8828438666666667,0.8430311666666667,0.7411456866666667,0.63916031,0.48537519,0.35310982,0.2303967599999999,0.2146981766666666,-0.6598958105593444,0.9674271336525652,2.5631792839628726,-0.22205776298031177
269_909729,0.9997966733333332,0.9500508466666666,0.8763321333333334,0.7924352533333333,0.65324333,0.5306999566666667,0.3924718533333333,0.2822587266666667,0.2055717433333333,0.1794397966666666,-1.0915602914486084,0.9801371986149519,2.3799813453606617,-0.11691655202805011
225_1240145,0.9997966733333332,0.9513049533333334,0.8862512800000001,0.8181723399999999,0.6991014366666666,0.5872824799999999,0.4445146533333333,0.3178422433333333,0.2479128166666666,0.20918168,-0.8861057920968745,0.9767985819407188,2.414218188634877,-0.13513161689687703
1012_906836,0.9997966733333332,0.9482882299999998,0.8875005333333333,0.7982334766666667,0.66855836,0.53887392,0.3873743033333334,0.2782220499999999,0.1987174066666666,0.17167463,-1.1982102619876047,0.976266101716021,2.5569369433930387,-0.09785072388399474
157_924110,0.9997966733333332,0.9453938333333332,0.8873282666666666,0.8254357666666667,0.7401857933333332,0.6199783566666667,0.5040170066666666,0.3755196166666666,0.2767980066666666,0.26202065,-0.5846884438838853,0.973320466469434,2.2997851800832976,-0.17922908958416695
274_908467,0.9997966733333332,0.9572863,0.92296738,0.8528167166666667,0.7602472566666667,0.6579165133333333,0.5041768766666667,0.32040363,0.2390825133333333,0.22071633,-1.2051226111582687,0.9676511117763699,3.1873730603126154,-0.04366073138139958
274_1298222,0.9997966733333332,0.9425339533333332,0.8477584966666667,0.7489035566666665,0.5452204166666667,0.4698875366666666,0.35740947,0.219463865,0.1717833399999999,0.15231603,-1.2132945982504655,0.9876524033224261,2.154986901362899,-0.1230512309137223
134_1330985,0.9997966733333332,0.9503561533333332,0.9003132666666668,0.80755275,0.7101612866666667,0.5591164866666666,0.3925866266666666,0.2425678946666666,0.1962697466666666,0.1672944966666666,-1.5334135602967462,0.9664758657050704,3.077442310758628,-0.03562403841531748
135_905983,0.9997966733333332,0.95278228,0.8437395133333334,0.74871122,0.6138425166666667,0.4958844966666667,0.3670706133333333,0.2568227566666667,0.1780150213333333,0.1473939566666666,-0.7145438193385378,0.9915704260989435,1.9372227763676388,-0.29670254942458657
194_1240139,0.9997966733333332,0.9518823166666668,0.8879728866666666,0.7481875599999999,0.6246580866666667,0.5274208533333333,0.4022550366666667,0.29351394,0.2016537033333333,0.1776194679999999,-0.7510546041393112,0.9939394842344212,1.9972494811535513,-0.2350255398410825
219_910930,0.9997966733333332,0.9503280133333334,0.8860615966666666,0.7934108866666666,0.6923346933333333,0.5634500333333333,0.4302249633333333,0.2402087333333333,0.1691074966666666,0.142972265,-0.7779497325367989,0.974678068560959,2.4188339904233724,-0.28717577155589236
152_1331040,0.9997966733333332,0.9488807166666668,0.8721228333333334,0.7566450866666666,0.6088248666666667,0.5020527466666667,0.3597027133333333,0.2742283733333333,0.1913958266666666,0.16264036,-1.0775075659364113,0.9880248514316727,2.1865189717059286,-0.1389765950166065
53_906869,0.9997966733333332,0.94658638,0.8577338,0.7378067100000001,0.6208017933333334,0.5312514899999999,0.4130787933333333,0.3225713266666667,0.2438643333333333,0.2277820499999999,-0.7209239989222868,0.9946637972123185,1.8254107185261679,-0.17517646027195413
346_749711,0.9997966733333332,0.9517413533333334,0.91627445,0.8621740833333332,0.7735599000000001,0.6506259233333334,0.4704668999999999,0.3540875,0.2153032566666667,0.1934583966666666,-1.1898957425095522,0.9646403483419016,3.258684104755027,-0.07224394993751417
268_753549,0.9997966733333332,0.9443487866666668,0.8841334500000001,0.7770727666666667,0.72264658,0.6061938633333334,0.44589165,0.2947482266666666,0.1426808366666666,0.1566817843333333,-0.2933647286591632,0.9716900120114348,2.210952055853444,-0.5364334153438883
104_1330983,0.9997966733333332,0.94687645,0.8892596133333334,0.7896632533333333,0.6464544,0.4792100833333333,0.3420869499999999,0.2742379433333333,0.20230961,0.1762123513333333,-1.8364076451274705,0.9736325947335266,2.9352264006473137,0.03696015678595162
1007_905948,0.9997966733333332,0.9572818166666668,0.8649564333333334,0.7943798066666666,0.7366859,0.5839016466666668,0.4278526466666666,0.3259647,0.2177324553333333,0.1959085266666666,-0.5919718165433994,0.9760772084763937,2.24781866259643,-0.2815773328634441
272_910549,0.9997966733333332,0.9478161,0.8879246333333333,0.8304692333333333,0.7078576000000001,0.5797796700000001,0.4652316133333333,0.3187983333333333,0.2486138033333333,0.2064696499999999,-0.8851509989588084,0.9743163156791884,2.475715980031811,-0.13589746864652283
170_1290730,0.9997966733333332,0.95056188,0.8925734799999999,0.8010685033333335,0.6729113333333334,0.5657088733333334,0.4309264633333333,0.3237476333333333,0.2563564399999999,0.2419300233333333,-1.2085934755034053,0.9800941197614575,2.46297894248043,-0.008669620196079718
157_753616,0.9997966733333332,0.9532388766666666,0.90958978,0.8629950000000001,0.75715242,0.61509343,0.43119766,0.3476428933333333,0.2821503966666667,0.26481857,-2.1425239023903333,0.9610216394796852,3.881972420020041,0.16548816750563916
308_908449,0.9997966733333332,0.94833583,0.8659800333333334,0.8114993299999999,0.6981707766666667,0.5910184566666666,0.4134773066666666,0.3195262666666666,0.2065439033333333,0.1954482099999999,-0.7841759372200664,0.9721312027790758,2.365805417044339,-0.20428850751284397
274_1480360,0.9997966733333332,0.9475325166666666,0.8838911500000001,0.81279062,0.71295536,0.5869174733333333,0.44197645,0.3003562233333333,0.1875584633333333,0.1925970499999999,-0.9100271931519115,0.9692063329262225,2.567582560200326,-0.17390048123185958
1012_949166,0.9997966733333332,0.9559474666666667,0.8959330433333333,0.8288537833333334,0.7303582633333333,0.5946203966666667,0.4440754366666666,0.3523038733333333,0.2524945099999999,0.2242212366666666,-1.0627803450931639,0.9749982047164583,2.6382246458874334,-0.06047836579750014
45_1330933,0.9997966733333332,0.95078975,0.8870707666666666,0.78744863,0.6691245266666668,0.5397394466666666,0.4021650766666667,0.2874934933333333,0.2036125566666666,0.1789829419999999,-1.0028437135993504,0.9811480564267786,2.361246666685034,-0.14565268315768432
170_909756,0.9997966733333332,0.9548450433333334,0.8896843133333334,0.8329801166666667,0.69908895,0.5491714466666666,0.3978233066666667,0.2876292333333333,0.1918071099999999,0.1689442599999999,-1.396225522698697,0.9712222879602057,2.9178607981124367,-0.05446723422422985
1031_909777,0.9997966733333332,0.95310544,0.9077378666666668,0.8122628766666667,0.68789482,0.5601699666666667,0.42390896,0.32379849,0.2530383566666667,0.2395877933333333,-1.4905794389376257,0.9779888790149307,2.7719294470350344,0.047950920615511115
328_910904,0.9997966733333332,0.9518564733333332,0.8765972,0.8317925333333333,0.6253502466666666,0.5360298633333334,0.3743134533333334,0.2660375566666667,0.1668788266666666,0.1421588366666666,-1.2005624777916142,0.977605742258278,2.580912275917969,-0.13415189141941983
344_1524415,0.9997966733333332,0.9502367,0.8842943333333334,0.8120668766666667,0.6669322333333333,0.5456332966666667,0.40829498,0.3097765899999999,0.22970221,0.2144320866666666,-1.3210241143224792,0.9766230597197825,2.596682698838948,-0.01583023510155096
140_906856,0.9997966733333332,0.95063077,0.8910279600000001,0.7929643500000001,0.63346132,0.4885883066666667,0.3608991733333333,0.2692658666666667,0.1755245383333333,0.1505790153333333,-1.4241779434119954,0.9809781353604765,2.6156958532298913,-0.06564908506498429
268_946373,0.9997966733333332,0.95556017,0.89137765,0.8185763666666667,0.7423394933333333,0.619862,0.45285804,0.3036720033333333,0.2250783933333333,0.19036539,-0.9154226883634359,0.9686407479158595,2.698829947424512,-0.15883992317508666
200_906795,0.9997966733333332,0.94632533,0.8787359566666666,0.7903847333333335,0.7235877366666666,0.5813101666666666,0.4522539366666667,0.27622688,0.2058677966666666,0.1825286,-0.6978488164346724,0.9707130230704296,2.376059828374706,-0.26041011834406025
245_907286,0.9997966733333332,0.94917702,0.88086677,0.7913258500000001,0.6733203333333333,0.5278314666666667,0.37621922,0.2591959166666667,0.1932896666666666,0.16797184,-1.3079216113495615,0.9735524958130592,2.6397899980188986,-0.0791867959091126
272_908118,0.9997966733333332,0.9466631466666668,0.8854725733333333,0.8080519466666667,0.68594502,0.4404108933333333,0.3624646599999999,0.2546983233333333,0.1604948866666666,0.140469001,-1.827517637540957,0.9681488988580971,3.1248540923370642,-0.005782876137960041
133_1331040,0.9997966733333332,0.9488807166666668,0.8721228333333334,0.7566450866666666,0.6088248666666667,0.5020527466666667,0.3597027133333333,0.2742283733333333,0.1913958266666666,0.16264036,-1.0775075659364113,0.9880248514316727,2.1865189717059286,-0.1389765950166065
196_1298349,0.9997966733333332,0.9515379266666666,0.8597867,0.7715138666666667,0.6849022466666668,0.53418482,0.3572139033333333,0.2776617766666667,0.2111306983333333,0.1833178,-1.1580532388738698,0.974911064612469,2.4301079867524087,-0.09716188475230385
170_910691,0.9997966733333332,0.9536343666666666,0.8971775566666667,0.8209723066666667,0.6804952466666667,0.6045834999999999,0.36518036,0.2582420533333333,0.2157390233333333,0.206237208,-1.7608661080471268,0.9655647563836298,3.2324002811996277,0.037612411703328685
