DRUG_COSMICID,R2_Score
182_687459,0.8582827094245398
201_905971,0.4937140218534932
274_906852,0.7127781921103128
245_1298531,0.522693957186046
170_909742,0.8115539563254949
235_910545,0.8587702925211388
163_906856,0.6968039560031489
1006_1330994,0.6889334606390639
135_908141,0.38571139171171964
272_907000,0.8856433840178388
9_753548,0.21155831415264825
170_908135,0.7392291872276713
165_688026,0.8217566123456974
235_909249,0.7784842615793955
274_909699,0.8321269017986523
219_753556,0.5526065242602027
170_905977,0.627584323808162
235_924247,0.5762861188466488
1149_906800,0.7638684869258916
219_909742,0.6233022219079112
1149_753594,0.8015540840442028
11_907041,0.6112078981488762
245_907056,0.8098368176721426
252_906831,0.6121683725295054
157_753561,0.715993623187819
1057_946377,0.9661311479431711
273_688025,0.8074661678979792
140_687985,0.8310082877736233
157_1240185,0.8089193106579443
302_1524415,0.9247750181673705
157_905952,0.8233741579887107
273_684055,0.8896134571930181
134_688013,0.8477767804950078
165_1298145,0.26887709420372585
140_909751,0.5865736453553746
86_907786,0.7265378015952366
330_910710,0.7857821610137695
273_908126,0.8041737921942099
235_908136,0.7519034769689604
1022_907783,0.7793292131480838
276_1240173,0.7008706210516221
182_908474,0.8435550093798805
1012_1331035,-1.1363043244925923
200_1303901,0.7613492322169036
272_753584,0.8579372770397496
167_908457,0.46936770579385956
273_1503370,0.918132807223984
133_907043,0.9164428765541325
208_908123,0.7434369112447692
276_753533,0.8219441879601255
170_924187,0.6444044585363902
1008_908148,0.6015129631594742
274_905947,0.7881995474470277
178_1330950,0.8191854681868673
272_909256,0.8520585121442831
53_910930,0.7174589380918697
1012_905939,0.6555850501350345
346_1240179,0.7944406606917976
274_753533,0.7019193953500473
196_907796,0.66617473906253
328_906793,0.6920283100991776
180_908126,0.5468786783041559
219_907794,0.868913975196312
328_910687,0.6967840808297423
176_906846,0.788786771344498
229_910545,0.8770620653898772
276_1503362,0.5862386302752287
87_907277,0.6632402549847182
135_1240196,-0.0698074452494093
53_1331038,0.7998997082550612
1004_1503361,0.9447361149225633
180_907300,0.37177562199504655
257_1330982,0.8420577723001627
274_946370,0.8173566841145099
272_688021,0.894821550454614
201_753538,0.846047066062902
194_749713,0.4829797298629884
276_910568,0.6575600516742395
136_910399,0.7963742815867587
346_910781,0.2813716801204653
133_753538,0.9543722315379413
276_925348,0.9674542888897077
245_1240217,0.6466129343747149
276_908121,0.8111146301045158
157_909251,0.5980419262618475
276_905964,0.8436447578947163
87_910906,0.8054746824652926
157_909719,0.7476427534774338
157_905947,0.7833368802367446
252_905964,0.8852931256362832
274_1503361,0.8462335560708281
167_917486,0.8577030565458192
104_906836,0.3453694882050693
272_917486,0.8695249312736231
274_917486,0.697321259962965
167_908159,0.748454915882497
83_910906,0.9963712910603343
9_1331048,0.06748706140816874
1149_907057,0.9122913422077085
53_946353,0.17177945253070925
275_906870,0.9776756460725499
1149_908126,0.6965225686454508
157_907299,0.934831164826128
268_907053,0.7931900065491873
167_908131,0.8726285385992989
165_909731,0.9215401704059457
170_908476,0.7159641874118117
170_1298141,0.7065622964697835
308_906693,0.6835895142777375
194_909717,0.8469104214970695
305_1331038,0.8002478857183261
1149_753592,0.6364791024100309
165_1290908,0.8564411919876742
170_907278,0.7719343703904602
180_1240184,-0.13539739372047443
328_906844,0.0855612672759396
272_949174,-0.662669042300289
9_687562,0.6256818697076103
252_909742,0.7327626784276043
140_1240150,0.7265786830543464
170_910567,0.726116351943642
163_1330982,0.8212764632401084
273_1247871,0.7087009947930083
136_907281,0.9347964739598892
60_949156,0.6152695157144534
170_910545,0.21299141077611894
308_1290808,0.23239872366908265
302_924100,0.9135691356902351
328_910692,0.7423765232955188
157_1331040,0.6057211651068395
35_1299075,0.851773864616071
1003_1330964,0.9558474137445944
180_906790,0.5214086669668894
272_753618,0.6462810907294517
104_907791,0.5970193623599743
308_906832,0.5439589556664328
159_1240155,0.700445427232355
104_924110,0.542740955947074
194_998189,0.6734922295557477
328_909773,0.37222954179227685
180_724868,-0.15659614517626763
219_1290768,0.8087371166850637
274_1240208,0.7350433351054677
346_905941,0.09930016431875477
190_749713,0.7311898466793313
1026_906746,0.8448025991549459
272_687829,0.5963314975469076
53_910906,0.8001699437094513
87_924247,0.748713923223633
9_749715,0.25623847848751435
1057_905991,0.8983752206283031
157_1247871,0.7598251290171754
1026_906873,0.9608705204125892
200_905942,0.6868270065577631
273_906693,0.8547542516767357
86_753583,0.447964689250564
167_908145,0.35097463785054983
276_1290812,0.8448107140935884
276_909252,0.4381182476845725
276_909780,0.4681659851494758
9_909260,0.5844479302305656
163_753534,0.9192997694086869
170_906852,0.47371466467652623
87_1330933,0.7740964261093116
9_1331034,0.49405793040387214
157_907048,0.7520823297380271
173_1240153,0.9166252312991308
157_909262,0.9088420218612376
272_684055,0.8941124064116356
104_1330981,0.6650900482070499
219_910926,0.7573321788818275
