,Property,Measurement,pH,Temperature (°C),References
0,EC 50 (nM),622.0,7.4,22.0,12825935 / 15658851
1,IC 50 (nM),2540.0,,,20553023 / 22647217
2,IC 50 (nM),42.0,,,10447957
3,IC 50 (nM),500.0,,,12431063
4,IC 50 (nM),70.0,,,18835176
5,IC 50 (nM),8.4,,,11965371
6,Ki (nM),31.19,,,20621492
