,Property,Measurement,pH,Temperature (°C),References
0,EC 50 (nM),12.0,,,22698084
1,IC 50 (nM),2.8,,,22591402
2,IC 50 (nM),3.0,,,21106455
3,IC 50 (nM),6.85,,,23061660
4,Kd (nM),0.036000000000000004,,,22037378
5,Ki (nM),0.1,,,22698084
6,Ki (nM),0.24,,,23061660
