,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),0.78,,,21708465
1,IC 50 (nM),1.6,,,22863529
2,IC 50 (nM),18.3,,,21812414
3,IC 50 (nM),4.0,,,21641696
4,IC 50 (nM),8.0,,,18077425 / 20093027 / 21812414
5,Kd (nM),0.55,,,22037378
6,Kd (nM),1.5,,,22037378
7,Kd (nM),2.1,,,22037378
8,Ki (nM),19.3,,,21812414
9,Ki (nM),2.0,,,21812414
