,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),0.4,,,15615512
1,IC 50 (nM),0.4,7.0,22.0,17154512
2,IC 50 (nM),3.0,,,21855335
3,IC 50 (nM),4.0,,,20166671
4,Kd (nM),0.2,,,18183025 / 22037378
