,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),155.0,,,20156689
1,IC 50 (nM),35.0,,,20166671
2,Kd (nM),2.0,,,18183025 / 19654408
3,Kd (nM),2.5,,,22037378
