,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),1.0,7.8,22.0,18942827
1,IC 50 (nM),12.0,,,14741289 / 18947905
2,IC 50 (nM),24.3,,,22721924
3,IC 50 (nM),3.0,,,18434146
4,IC 50 (nM),370.0,,,17850214
5,IC 50 (nM),40.0,,,21420298
6,IC 50 (nM),52.0,,,22694093
7,IC 50 (nM),6.0,,,20166671 / 20797858 / 21341678 / 22808911
8,Kd (nM),230.0,,,18183025 / 19654408 / 22037378
