,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),>18000,,,21550809
1,IC 50 (nM),100000,,,3091834
2,IC 50 (nM),120000,,,3091832
3,IC 50 (nM),170000,,,3091832 / 7562910 / 8164259
4,IC 50 (nM),190000,,,4009615
5,IC 50 (nM),29000,,,18605720 / 20056546
6,IC 50 (nM),29000,7.4,30.0,16279780
7,IC 50 (nM),3600,,,11384244
8,IC 50 (nM),40000,,,6772788
9,IC 50 (nM),600000,,,3100797
10,IC 50 (nM),75000,,,7108907
11,IC 50 (nM),86000,,,3121855
12,Ki (nM),600,,,22946585
