,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),3.2,,,19654408
1,IC 50 (nM),33.0,,,23362959
2,IC 50 (nM),54.0,,,21708468 / 22726931
3,IC 50 (nM),58.0,,,16783341
4,Kd (nM),11.0,,,18183025 / 22037378
5,Kd (nM),13.0,,,18183025 / 19654408 / 19754199 / 22037378
6,Kd (nM),17.0,,,22037378
7,Kd (nM),20.0,,,15711537 / 18077425
8,Kd (nM),30.0,,,18183025 / 22037378
9,Kd (nM),4.5,,,22037378
10,Kd (nM),79.0,,,18183025 / 22037378
11,Kd (nM),82.0,,,18183025 / 22037378
