,Property,Measurement,pH,Temperature (°C),References
0,EC 50 (nM),90,,,18077425
1,IC 50 (nM),160,,,21322567
2,IC 50 (nM),18,,,18447379
3,IC 50 (nM),72,,,20817538
4,IC 50 (nM),96,,,16570914
5,Kd (nM),31,,,18183025 / 22037378
