,Property,Measurement,pH,Temperature (°C),References
0,EC 50 (nM),112.0,,,7650690
1,EC 50 (nM),25.0,,,10052980
2,Ki (nM),21.0,,,10052980
3,Ki (nM),5.9,,,9435893
