,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),165,,,22726931
1,IC 50 (nM),18,,,21708468
2,IC 50 (nM),31,,,22694093
3,Kd (nM),31,,,18183025 / 19654408 / 22037378
