,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),0.5,,,15615512
1,IC 50 (nM),0.6,,,19321350 / 20166671 / 21459579
2,IC 50 (nM),1.5,,,17956080
3,IC 50 (nM),14.0,,,19321350
4,Kd (nM),0.21,,,18183025 / 22037378
