,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),1274,,,20156689
1,IC 50 (nM),291,,,20817538
2,IC 50 (nM),960,,,12166950
3,Kd (nM),11,,,22037378
4,Kd (nM),19,,,18183025
