,Property,Measurement,pH,Temperature (°C),References
0,EC 50 (nM),56500,,,18524592
1,IC 50 (nM),12100,,,11716514
2,IC 50 (nM),31400,,,11716514
3,IC 50 (nM),6400,,,11716514
4,Ki (nM),100,,,12477351
