,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),21800,,,22483608
1,IC 50 (nM),50000,,,11754608
2,IC 50 (nM),56000,,,20006518
3,IC 50 (nM),60300,,,21600681
4,IC 50 (nM),75700,,,12444693
5,IC 50 (nM),92900,,,18321715
