,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),12200.0,,,20403700 / 20558072 / 22204741
1,IC 50 (nM),17.0,,,20833039
2,IC 50 (nM),2.0,7.5,22.0,12646019
3,IC 50 (nM),55.0,,,20166671
4,IC 50 (nM),83100.0,,,22739090 / 23375090 / 23434139
5,IC 50 (nM),9.0,,,21028894
6,Kd (nM),0.075,,,18183025 / 19654408 / 22037378
7,Kd (nM),0.2,,,18077425
8,Kd (nM),0.21,,,15711537
