,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),10.0,,,16777410 / 20166671
1,IC 50 (nM),10.2,,,20143778
2,IC 50 (nM),10.3,,,22182581
3,IC 50 (nM),100.0,,,20346655
4,IC 50 (nM),140.0,,,20817523
5,IC 50 (nM),36.0,,,19888761
6,IC 50 (nM),36.3,,,22372864
7,IC 50 (nM),4.5,,,21080629
8,IC 50 (nM),60.0,,,22169601
9,IC 50 (nM),9.0,,,16483772 / 18500794 / 22101132
10,Kd (nM),11.0,,,15711537
11,Kd (nM),7.0,,,18183025 / 22037378
