,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),17000,,,21982796
1,IC 50 (nM),200,,,9046330 / 11325241
2,IC 50 (nM),2100,,,21080703
3,IC 50 (nM),2400,,,23399722
4,IC 50 (nM),350,,,23218601
5,IC 50 (nM),450,,,12392733 / 17981370
6,IC 50 (nM),450,7.2,30.0,15026054
7,IC 50 (nM),700000,,,12036347
