,Property,Measurement,pH,Temperature (°C),References
0,EC 50 (nM),3.0,,,18077425
1,IC 50 (nM),15.0,,,18434146
2,IC 50 (nM),200.0,,,18077425
3,IC 50 (nM),22.0,,,16783341 / 22024030 / 22808911
4,IC 50 (nM),46.0,,,16392826
5,IC 50 (nM),6100.0,,,16392826
6,IC 50 (nM),7300.0,,,17850214
7,IC 50 (nM),76.2,,,20621496
8,Kd (nM),260.0,,,18183025 / 22037378
9,Kd (nM),540.0,,,18183025 / 19654408 / 22037378
10,Ki (nM),22.0,,,15975507
