,Property,Measurement,pH,Temperature (°C),References
0,IC 50 (nM),240,,,12166950 / 19301902
1,IC 50 (nM),386,,,16783341
2,IC 50 (nM),50,,,16220969
3,IC 50 (nM),72,,,20817538
4,Kd (nM),14,,,18183025 / 22037378
5,Kd (nM),28,,,15711537
