,Property,Measurement,pH,Temperature (°C),References
0,Kd (nM),13.0,,,18183025 / 19654408 / 22037378
1,Kd (nM),22.0,,,22037378
2,Kd (nM),39.0,,,22037378
3,Kd (nM),7.4,,,18183025 / 22037378
