,Unnamed: 0,CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,per_slope_change_0,per_slope_change_1,per_slope_change_2,per_slope_change_3,per_slope_change_4,per_slope_change_5,per_slope_change_6,per_slope_change_7,slope_0,slope_1,slope_2,slope_3,slope_4,slope_5,slope_6,slope_7,slope_8,dif_first,dif_last
131120,131120,RT-112,909704,308,308_909704,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.963646752,0.900620419,0.84217782,0.7180989109999999,0.469376109,0.173640564,0.103124519,0.016716479,0.010709234,0.73372126,-0.07272804,1.1230903,1.0045536,0.18901682,-0.7615571,0.22536707,-0.93047816,-0.32717907,-0.5672373,-0.5259833,-1.11671,-2.238505,-2.66162,-0.63464445,-0.7776724,-0.054065205,0.03635324799999995,0.006007245
60,60,NMC-G1,908449,157,157_908449,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.958112359,0.9538681999999998,0.926033352,0.7209806440000001,0.62202622,0.37826905899999996,0.45708509,0.358506658,0.36244318700000006,-0.89867777,5.558401,6.3667684,-0.5174197,1.4633276000000002,-1.3233385,-2.2507408,-1.039933,-0.37698877,-0.03819734,-0.25051346,-1.8454747,-0.8905898000000001,-2.1938145000000002,0.70934457,-0.88720614,0.035428766,0.041887640999999975,0.0039365290000000774
85,85,NMC-G1,908449,170,170_908449,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.986038357,0.9260048670000001,0.942195338,0.976929081,0.645821996,0.096650579,0.033273033,0.019794267,0.017002806999999998,3.2998742999999995,-1.2696908000000002,1.145319,-10.532726,0.65859187,-0.8845941999999999,-0.7873258,-0.79289955,-0.12565506,-0.54030097,0.14571421,0.31260344,-2.979963,-4.9425426,-0.5703979,-0.12130891,-0.02512313,0.013961643000000024,0.0027914600000000026
131171,131171,SBC-3,753610,135,135_753610,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.990962569,0.7173613990000001,0.391355495,0.12174964,0.08948378800000001,0.06973871599999999,0.058549708,0.048249435,0.031395411,29.274203999999997,0.19153689999999998,-0.17300314,-0.88032216,-0.3880502,-0.43332666,-0.07942903,0.63626945,-0.081336915,-2.4624104,-2.934053,-2.4264526,-0.29039258,-0.17770568,-0.100701064,-0.09270248,-0.15168624,0.009037430999999985,0.016854024000000002
112,112,NMC-G1,908449,331,331_908449,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9834662820000001,0.963488947,0.8436909770000001,0.795708015,0.612517667,0.325653858,0.23884075300000002,0.22949170800000002,0.18730496600000002,0.20827710000000002,4.9966935999999995,-0.5994673,2.8178172000000004,0.56593347,-0.6973716999999999,-0.8923083,3.512411,-0.14880359,-0.17979598,-1.0781813999999998,-0.43184695,-1.6487128,-2.5817745,-0.7813179,-0.08414144,-0.37968078,0.01653371799999992,0.042186742
118,118,JHH-2,1240157,219,219_1240157,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9976731940000001,0.9914704059999999,0.985402555,0.9540211270000001,0.397550215,0.359142023,0.38397614399999996,0.380091685,0.34450855399999997,1.6658298999999999,-0.021765113,4.1717873,16.732487,-0.93097895,-1.6465832999999999,-1.1564153,8.160441,-0.020941078999999998,-0.055825353,-0.05461031,-0.28243288,-5.0082374000000005,-0.34567374,0.22350688,-0.034959916,-0.32024828,0.0023268059999999036,0.035583131000000046
131208,131208,KOPN-8,1330933,32,32_1330933,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.984861945,0.967189297,0.7797370020000001,0.22418552100000003,0.198630356,0.22497069,0.193980995,0.17598376100000002,0.150390517,0.16743445,9.606911,1.963695,-0.95400035,-2.0307243,-2.1765115,-0.4192509,0.4220649,-0.13624227,-0.15905392,-1.6870706999999998,-4.9999633,-0.22999643,0.2370629,-0.27890724,-0.16197513,-0.23033914,0.015138054999999984,0.025593244000000015
131251,131251,KOPN-8,1330933,60,60_1330933,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.957364711,0.980404797,0.990189489,0.95105072,0.9586576109999999,0.728378247,0.11621662599999999,0.046383732999999996,0.056193812,-1.5403991000000001,-0.575318,-5.0000005,-1.1943576,-31.272347999999997,1.6583433,-0.8859241,-1.1404793,-0.38371736,0.2073605,0.08806228,-0.35224918,0.0684623,-2.0725145,-5.509455,-0.62849605,0.088290714,0.04263528900000002,0.009810079000000006
131299,131299,JIMT-1,1298157,159,159_1298157,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.990309288,0.860759798,0.993185015,0.9199451009999999,0.539461402,0.356069656,0.263735858,0.150391024,0.142489524,12.368433,-2.022198,-1.5530663,4.1950307,-0.5180037000000001,-0.49652147,0.22755527,-0.9302879000000001,-0.08721632,-1.1659455,1.1918271999999999,-0.65915936,-3.4243531000000003,-1.6505256000000001,-0.8310042,-1.0201036,-0.07111355,0.009690712000000046,0.007901500000000006
131321,131321,CAKI-1,905963,152,152_905963,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9700324859999999,0.9676885159999999,0.9221761740000001,0.8992931999999999,0.792690566,0.616354063,0.48271023399999996,0.334908043,0.31224416,-0.9217815,18.416414000000003,-0.497213,3.6585932,0.6541486999999999,-0.24210936,0.10594129599999999,-0.8466607,-0.26970738,-0.02109611,-0.40961084,-0.205947,-0.9594233,-1.5870289,-1.2027943,-1.3302199,-0.20397504,0.029967514000000084,0.022663882999999996
131355,131355,LXF-289,753592,273,273_753592,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9839389629999999,0.9736033540000001,0.9492703840000001,0.961457427,0.850710871,0.605909186,0.238125735,0.055652543,0.033422407,-0.35647726,1.3542843,-1.5008451999999999,-10.08722,1.210468,0.50237286,-0.5038569,-0.8781730999999999,-0.14454907,-0.09302062,-0.21899699,0.10968358,-0.9967189000000001,-2.2032154,-3.310051,-1.6422589,-0.20007125,0.016061037000000056,0.022230135999999998
131362,131362,TT2609-C02,1240223,274,274_1240223,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.962544225,0.8884091959999999,0.731706862,0.35705633299999995,0.200940466,0.077219396,0.053241132999999996,0.038435119,0.014510648000000001,0.9792665,1.1137428,1.3908421999999998,-0.58330286,-0.20750463,-0.80619097,-0.38252354,0.6158619000000001,-0.33710217,-0.66721505,-1.410321,-3.3718550000000005,-1.4050424,-1.1134896,-0.21580438,-0.13325413,-0.21532026,0.03745577499999997,0.023924470999999996
131427,131427,TK,1331045,274,274_1331045,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.97298885,0.626130718,0.39215337,0.30410106800000003,0.154177945,0.021157682999999997,0.014004746,0.013188779,0.028879712999999998,11.841291,-0.32543808,-0.62367153,0.7026595999999999,-0.11274332,-0.9462267,-0.8859256,-20.229860000000002,-0.2431004,-3.1217232000000004,-2.1057956,-0.79247075,-1.3493079,-1.1971824,-0.06437644,-0.007343704,0.14121841,0.027011149999999984,0.015690933999999997
475,475,A375,906793,308,308_906793,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9870880129999999,0.9921260479999999,0.986602223,0.8793357759999999,0.558519824,0.425561167,0.223424024,0.006358821999999999,0.00514361,-1.3901823,-2.0964221999999997,18.418966,1.9908302,-0.58556074,0.5203004,0.07385111,-0.99440163,-0.11620778,0.045342207,-0.049714204000000005,-0.96539843,-2.8873427000000005,-1.1966282,-1.8192343999999998,-1.9535869,-0.010936909,0.01291198700000007,0.0012152119999999994
489,489,OC-314,909257,179,179_909257,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9915697059999999,0.9070017309999999,0.8824686759999999,0.588431255,0.39275509799999997,0.349110105,0.325086975,0.311593855,0.312725816,9.031427,-0.7099015999999999,10.985371,-0.33451986,-0.77695286,-0.44957912,-0.4383276,-1.083891,-0.07587272,-0.7611117,-0.22079729,-2.6463373,-1.7610848999999997,-0.39280498,-0.21620806,-0.12143809,0.010187567,0.00843029400000006,0.0011319610000000146
504,504,OC-314,909257,301,301_909257,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.973453452,0.909877281,0.889255694,0.789904409,0.811378175,0.7299003409999999,0.420842193,0.20859289399999997,0.207136548,1.3948946000000002,-0.6756395000000001,3.8178277,-1.2161396999999998,-4.794297,2.7931569,-0.31323832,-0.9931385,-0.23891884,-0.57218546,-0.18559437,-0.89416164,0.19326384,-0.73330045,-2.7815237,-1.9102438999999998,-0.013107152,0.026546548000000003,0.0014563459999999695
131586,131586,HDQ-P1,1290922,170,170_1290922,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9863443940000001,0.855639385,0.924924407,0.942762251,0.496558427,0.059968447,0.027026422,0.021766191,0.017081226,8.571529,-1.530087,-0.7425443,-26.014470000000003,-0.02154553,-0.9245469999999999,-0.8403185,-0.10936111,-0.12290043,-1.176345,0.62356526,0.16054042,-4.0158334,-3.9293099999999996,-0.2964782,-0.04734208,-0.0421647,0.013655605999999931,0.004684964999999999
521,521,OC-314,909257,291,291_909257,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.989769105,0.957361496,0.988681715,0.972724824,0.807182565,0.15584120099999998,0.016839027,0.008751721,0.003399916,2.1676182999999996,-1.966447,-1.5094774,9.374308000000001,2.9345937,-0.7865909000000001,-0.94181883,-0.33824623,-0.09207809,-0.29166824,0.2818819,-0.14361246,-1.4898798,-5.862072,-1.2510196000000002,-0.07278576,-0.04816625,0.010230894999999962,0.005351805000000001
527,527,ESO26,1503366,219,219_1503366,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.976630295,0.994375256,0.9074261440000001,0.668105207,0.166151653,0.18540871,0.17790095,0.18414343800000002,0.177687675,-1.7593138,-5.899933,1.7524256999999999,1.0974071,-1.0383642,-1.3898704,-1.8314712,-2.0341659,-0.21032757,0.15970463,-0.78254193,-2.1538885,-4.517581,0.1733135,-0.067569815,0.05618236,-0.05810188,0.02336970500000002,0.006455763000000031
131600,131600,MC116,907799,173,173_907799,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.954675245,0.946024413,0.929234232,0.9436640279999999,0.840655193,0.356078125,0.025480647000000002,0.018519533,0.009916978,-0.8091364999999999,0.94087636,-1.859418,-8.138611000000001,3.7042308,-0.31776088,-0.9789438,0.23580182,-0.4079227,-0.07785755400000001,-0.15111189,0.12986828,-0.9270790999999999,-4.361194,-2.9753773,-0.06265002,-0.07742301,0.045324754999999994,0.008602555000000001
570,570,A427,910851,170,170_910851,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.954139647,0.57184125,0.045466899000000005,0.06727358900000001,0.053052414000000006,0.052271225,0.038462837,0.025746336,0.02092605,7.3361425,0.37686753,-1.0414280999999999,-1.6521471999999997,-0.94506854,16.676102,-0.079074204,-0.6209425000000001,-0.41274315,-3.4406857000000004,-4.737368599999999,0.1962602,-0.12799053,-0.007030707,-0.12427550000000001,-0.11444851,-0.04338257,0.04586035300000002,0.004820286
131664,131664,KP-1N,1298216,173,173_1298216,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.998286195,0.926011776,0.9560944929999999,0.775915276,0.731274312,0.453401792,0.199235422,0.086631838,0.089076105,41.171703,-1.4162290000000002,-6.9894643,-0.7522415,5.224610299999999,-0.0853129,-0.5569689,-1.0217068,-0.015424311000000001,-0.6504694999999999,0.2707443,-1.6216133,-0.40176854,-2.5008526,-2.2874974999999997,-1.0134324000000001,0.021998407,0.0017138049999999572,0.002444267
709,709,SR,905965,292,292_905965,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.988508796,0.99865069,0.8796958709999999,0.977455345,0.641695739,0.203784413,0.0054005730000000005,0.016469473999999998,0.017498009,-1.882577,-12.729099,-1.8218203000000002,-4.434548400000001,0.30424106,-0.54697716,-1.0557954,-0.9070789,-0.103420615,0.091276646,-1.0705928999999998,0.8798349,-3.0218356,-3.9412022000000007,-1.7854546000000002,0.09962012599999999,0.009256806999999999,0.011491204000000033,0.0010285350000000006
131801,131801,NCI-H1703,908474,182,182_908474,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.984493499,0.916160964,0.6518462979999999,0.586310413,0.36029461100000004,0.234102253,0.065835378,0.079336928,0.040003615,3.4067019999999997,2.8680630000000003,-0.7520534000000001,2.448731,-0.44166553,0.33341563,-1.0802389,-3.9132447,-0.13955855,-0.614993,-2.3788316000000003,-0.5898232,-2.0341415,-1.1357313,-1.5144018999999997,0.12151393,-0.35399982,0.01550650099999995,0.039333313
131804,131804,MRK-nu-1,908151,11,11_908151,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.951278333,0.925009515,0.736452168,0.45510086200000005,0.222759965,0.15992939,0.146922946,0.146670298,0.14377305,-0.46083868,6.1779838,0.49212635,-0.17419666,-0.7295759,-0.7929917,-0.9805751,10.467472,-0.43849504,-0.23641956,-1.6970158,-2.532162,-2.0910678,-0.56547517,-0.117058046,-0.002273843,-0.02607523,0.048721667000000024,0.002897247999999991
738,738,KMS-12-BM,907281,163,163_907281,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9681382059999999,0.930584168,0.918439907,0.691007983,0.368530997,0.18927033,0.134822714,0.113163802,0.117981195,0.17865431,-0.6766188,17.727516,0.41790497,-0.44411320000000004,-0.69626564,-0.60220647,-1.2224209,-0.28675604,-0.33798623,-0.10929839999999999,-2.0468876,-2.9022923,-1.613346,-0.49002862,-0.19493023,0.04335657,0.03186179400000011,0.004817393000000003
742,742,SR,905965,309,309_905965,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9629753059999999,0.662206681,0.233405083,0.09096906199999999,0.039686746,0.039512669,0.027254057999999998,0.02391126,0.021229452000000003,7.1234636,0.42568599999999995,-0.6678276,-0.63996255,-0.99660546,69.41977,-0.7273102,-0.19773537,-0.33322209999999997,-2.7069175,-3.8592142999999997,-1.2819243999999999,-0.46154076,-0.001566712,-0.11032750000000001,-0.030085183999999997,-0.024136279,0.03702469400000008,0.0026818079999999973
763,763,IOSE-523(-),1479993,346,346_1479993,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9897584629999999,0.960674936,0.8270884409999999,0.41450467,0.120576686,0.076864012,0.052189105,0.038935831000000004,0.039490977000000003,1.8397720000000002,3.5931983,2.0885136,-0.28759209999999996,-0.8512809000000001,-0.43552053,-0.46288466,-1.0418873,-0.09217358,-0.26175195,-1.2022786,-3.713254,-2.6453514,-0.3934141,-0.22207418,-0.11927945,0.004996285,0.010241537000000078,0.0005551459999999994
131875,131875,LN-18,1240168,328,328_1240168,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.962485369,0.9355826270000001,0.957325168,0.930545773,0.519933171,0.164007442,0.09501235699999999,0.114964575,0.091249686,-0.28287345,-1.8081900000000002,-2.2316608,14.333139000000001,-0.13318329999999998,-0.8061531999999999,-1.2891831,-2.188584,-0.33763164,-0.24212462,0.19568269,-0.24101473,-3.6955125,-3.203332,-0.62095577,0.17956994,-0.21343398,0.037514630999999965,0.023714889000000003
813,813,TOV-21G,1240222,136,136_1240222,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.993547828,0.99885429,0.954966164,0.952825422,0.6886752190000001,0.365941622,0.098777981,0.030776497000000003,0.028877358,-1.822428,-9.270749,-0.9512223,122.39078500000001,0.22178102,-0.17218529999999999,-0.7454688,-0.9720721,-0.05806929,0.047757804,-0.3949928,-0.019266846,-2.3773513,-2.9046027999999997,-2.4044727999999997,-0.61201334,-0.017092245,0.006452172000000034,0.0018991390000000045
131888,131888,DOHH-2,906842,180,180_906842,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.987912365,0.937570433,0.564895296,0.328017225,0.099343045,0.080625257,0.067439942,0.088294589,0.059516385,3.164741,6.4028816,-0.36438465,-0.034633458,-0.9181465,-0.295573,-2.581657,-2.3799422000000003,-0.10878879,-0.45307714,-3.3540763999999994,-2.1319025000000003,-2.0580673,-0.1684601,-0.11866784,0.18769181,-0.25900385,0.012087634999999985,0.02877820400000001
131929,131929,NCI-H1770,687804,328,328_687804,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9741099540000001,0.953935141,0.681429422,0.30912908899999997,0.202925752,0.134981119,0.13479365699999998,0.11799521800000001,0.11544079199999999,-0.22075087,12.50723,0.3662114,-0.71473753,-0.36023998,-0.99724084,88.60528000000001,-0.8479368,-0.23301047,-0.18157321,-2.4525511000000004,-3.3507035000000003,-0.9558298000000001,-0.6115017,-0.0016872439999999999,-0.15118594,-0.022989818999999998,0.02589004599999989,0.0025544260000000263
131937,131937,AU565,910704,182,182_910704,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.972265498,0.994324195,0.762891038,0.23016140899999998,0.22845906100000002,0.040913445,0.012734913999999998,0.011513821,0.0031624979999999997,-1.7953526999999998,-11.491682,1.301873,-0.9968045,109.168465,-0.84975106,-0.9566658000000001,5.839217,-0.24961066,0.19852853,-2.0828981,-4.794567,-0.015321177,-1.6879106,-0.25360679999999997,-0.010989841,-0.07516191,0.02773450200000005,0.008351323
131994,131994,NCI-H2087,724834,163,163_724834,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.989823005,0.9077391579999999,0.978572949,0.718517885,0.602478909,0.47412806799999996,0.432797207,0.32670451100000003,0.302752595,7.065608,-1.8629446,-4.671342,-0.55379087,0.10610151,-0.6779852,1.5669115,-0.77423596,-0.09159315,-0.7387544,0.63750416,-2.3404958,-1.0443506,-1.1551578000000002,-0.37197790000000003,-0.9548343,-0.21556728,0.010176995000000022,0.023951916000000018
955,955,CMK,910566,300,300_910566,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9821487240000001,0.8082039870000001,0.701385658,0.511180679,0.289038313,0.128075207,0.096152345,0.062615079,0.033618063999999996,8.744096,-0.38590652,0.78064036,0.16791022,-0.27540565,-0.80167586,0.05057168,-0.13537902,-0.16066164,-1.5655024,-0.9613648000000001,-1.7118449,-1.9992811999999998,-1.4486678999999998,-0.28730583,-0.30183536,-0.2609732,0.017851275999999916,0.028997015000000008
132105,132105,WM1158,1299077,219,219_1299077,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.989205207,0.8494410020000001,0.700614009,0.496286302,0.185388466,0.070716881,0.112986258,0.10412574599999999,0.08441741400000001,11.947341,0.06484318,0.3729217,0.5215641,-0.63115984,-1.3686125,-1.2096201000000002,1.2242872999999999,-0.09715336599999999,-1.2578777,-1.3394424999999999,-1.8389497,-2.79808,-1.0320443000000001,0.38042444,-0.07974463,-0.17737496,0.01079479299999997,0.01970833199999998
1126,1126,BB65-RCC,753533,272,272_753533,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.965504459,0.967998455,0.873073495,0.85040529,0.6951371409999999,0.377759225,0.230112992,0.102441777,0.06770690900000001,-1.0722985,-39.061657000000004,-0.76119816,5.8495865,1.0440639999999999,-0.5347936,-0.13528979,-0.72793496,-0.3104598,0.022445798,-0.8543243,-0.2040142,-1.3974129,-2.8564013999999998,-1.3288162000000001,-1.1490409,-0.3126139,0.03449554099999996,0.03473486799999999
132311,132311,SW954,924247,276,276_924247,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9800986829999999,0.8889481290000001,0.6629011260000001,0.32035124800000003,0.199188105,0.136478811,0.044301809000000004,0.014962646999999999,0.017193973,3.580121,1.4799311000000002,0.5153922000000001,-0.6462906,-0.48243909999999995,0.4699099,-0.68170846,-1.0760528,-0.17911202,-0.8203546999999999,-2.034423,-3.082949,-1.090468,-0.5643836,-0.82959306,-0.26405245,0.020081935,0.019901317000000085,0.0022313260000000022
132337,132337,UACC-893,909778,331,331_909778,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9815086190000001,0.9658367659999999,0.8781610609999999,0.672631278,0.450461296,0.317396728,0.191895415,0.170312921,0.183436388,-0.15247846,4.5944695,1.3442056,0.08096194,-0.40106845,-0.05683893,-0.8280298,-1.6080611,-0.16642249,-0.14104664,-0.78908116,-1.8497683999999996,-1.9995292000000002,-1.1975812,-1.129512,-0.19424237,0.11811121599999999,0.018491380999999918,0.013123467
132450,132450,NCI-H2405,687821,200,200_687821,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9695876090000001,0.9344319659999999,0.940794645,0.868606737,0.293367823,0.061806632,0.037503602000000004,0.039597352999999995,0.025588602999999998,0.15596545,-1.1809858,-12.345526,6.968631299999999,-0.59745204,-0.89504707,-1.0861518000000001,-7.690743400000001,-0.27371138,-0.3164009,0.057264086,-0.64969116,-5.177149299999999,-2.0840509999999997,-0.21872725,0.01884376,-0.12607877,0.030412390999999928,0.014008749999999997
132467,132467,TE-15,753614,55,55_753614,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.987874844,0.88438222,0.81979071,0.623771161,0.47720338100000004,0.240594235,0.22998698399999998,0.17777610300000002,0.213734166,7.535379400000001,-0.3758828,2.0347567,-0.2522797,0.61433244,-0.9551697,3.9221845,-1.6887082999999998,-0.10912621,-0.93143356,-0.5813236999999999,-1.7641759,-1.3191102,-2.1294823,-0.095465325,-0.46989796,0.3236226,0.01212515599999997,0.035958062999999985
1403,1403,HuH-7,907071,273,273_907071,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.951705149,0.9763783970000001,0.8186081559999999,0.750739072,0.820220725,0.12489657,0.064214387,0.062393807,0.035877079,-1.5108873999999999,-7.394389599999999,-0.56982327,-2.0237594,-11.007314,-0.9127281999999999,-0.9699981,13.564995000000001,-0.43465358,0.22205901,-1.4199319,-0.61082166,0.6253344,-6.257917400000001,-0.5461397,-0.016385214,-0.23865056,0.04829485099999997,0.026516728000000003
132521,132521,NCI-H1568,1298348,219,219_1298348,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.990448132,0.975122547,0.937666485,0.580086463,0.158188115,0.091755743,0.09009577099999999,0.083227607,0.08713561199999999,0.60445297,1.4440298,8.546645,0.17987096,-0.8425393,-0.97501266,3.1375332,-1.5690030000000001,-0.085966945,-0.13792992,-0.33710483,-3.2182202,-3.7970846,-0.59789145,-0.014939704,-0.061813522,0.03517208,0.009551867999999963,0.003908004999999992
1475,1475,BC-3,910918,219,219_910918,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.968081383,0.960476633,0.623720368,0.271962181,0.037876917999999996,0.035240274,0.036742804,0.036601211,0.033992061000000004,-0.7617468000000001,43.282543,0.044548273,-0.33452797,-0.9887364,-1.5698638999999999,-1.0942351,17.427410000000002,-0.28726779999999996,-0.06844246400000001,-3.0308062999999996,-3.1658235,-2.1067669999999996,-0.023729807000000002,0.01352276,-0.001274318,-0.023482372999999997,0.03191861699999998,0.0026091499999999976
1499,1499,BC-3,910918,41,41_910918,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9728480829999999,0.970581237,0.973138672,0.9852478029999999,0.9919841840000001,0.8482785079999999,0.548888855,0.37667527,0.368235611,-0.9165134,-2.128211,3.7348227999999994,-0.4436915,-22.332722,1.0833533000000002,-0.42478448,-0.95099306,-0.24436748,-0.020401418,0.023017107000000002,0.108981915,0.06062757,-1.293351,-2.6945071,-1.5499223,-0.07595695,0.02715191700000008,0.008439658999999988
1506,1506,BC-3,910918,170,170_910918,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.972048279,0.991807428,0.908474157,0.770655442,0.119857591,0.011514381,0.006887485,0.0070740230000000005,0.0063203090000000005,-1.7069018,-5.217458000000001,0.65382624,3.7221288999999995,-0.83352244,-0.9572940999999999,-1.0403161,-5.040533,-0.25156546,0.17783207,-0.7499992,-1.2403684,-5.857179,-0.97508895,-0.041642066,0.001678845,-0.0067834290000000005,0.027951720999999985,0.000753714
